ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
BA1A28F7FE2E4789,electric_bike,1/1/2024 0:25,1/1/2024 0:40,,,,,41.91,-87.63,41.92,-87.64,casual
13682489925FBFD2,electric_bike,1/1/2024 0:27,1/1/2024 0:26,,,,,41.94,-87.65,41.94,-87.65,casual
6AF0B89148B4D042,electric_bike,1/1/2024 0:28,1/1/2024 0:41,,,,,41.94,-87.65,41.91,-87.67,casual
60F82DCA1B87F7FA,electric_bike,1/1/2024 0:08,1/1/2024 0:27,,,,,41.95,-87.64,41.96,-87.65,casual
926AD3DF776ED130,electric_bike,1/1/2024 0:27,1/1/2024 0:28,,,,,41.68,-87.65,41.68,-87.65,casual
02519FDC9632DF26,electric_bike,1/1/2024 0:28,1/1/2024 0:28,,,,,41.68,-87.65,41.71,-87.64,casual
0202F1A26434E056,electric_bike,1/1/2024 0:18,1/1/2024 0:24,,,,,41.98,-87.66,41.99,-87.67,casual
5883D6881856CC8B,electric_bike,1/1/2024 0:13,1/1/2024 0:13,,,,,41.94,-87.65,41.94,-87.64,casual
0F8D0E070086C966,electric_bike,1/1/2024 0:31,1/1/2024 0:32,,,,,41.9,-87.62,41.9,-87.62,casual
A2BA108E3F4A4DE6,electric_bike,1/1/2024 0:32,1/1/2024 0:03,,,,,41.9,-87.62,41.9,-87.62,casual
6C2C1E0FB0F31FE4,electric_bike,1/1/2024 0:11,1/1/2024 0:18,,,,,41.9,-87.62,41.89,-87.61,casual
1B4581F3BA2E191E,electric_bike,1/1/2024 0:00,1/1/2024 0:08,,,,,41.88,-87.62,41.87,-87.62,casual
1127507E61864074,electric_bike,1/1/2024 0:33,1/1/2024 0:38,,,,,41.94,-87.68,41.94,-87.69,casual
0AC52A0840B38C53,electric_bike,1/1/2024 0:25,1/1/2024 0:31,,,,,41.92,-87.65,41.94,-87.65,casual
D08BB92FD17675FC,electric_bike,1/1/2024 0:17,1/1/2024 0:21,,,,,41.78,-87.75,41.79,-87.74,casual
8E7BFBF1FEE276F8,electric_bike,1/1/2024 0:41,1/1/2024 0:10,,,,,41.78,-87.75,41.8,-87.75,casual
97755ED4F639293D,electric_bike,1/1/2024 0:29,1/1/2024 0:32,,,,,41.79,-87.74,41.78,-87.75,casual
05FC3F2B5F9D4690,electric_bike,1/1/2024 0:19,1/1/2024 0:19,,,,,41.92,-87.63,41.92,-87.63,casual
06A4D8941F67513A,electric_bike,1/1/2024 0:33,1/1/2024 0:33,,,,,41.91,-87.63,41.91,-87.63,casual
0186A7DC37718854,electric_bike,1/1/2024 0:33,1/1/2024 0:38,,,,,41.91,-87.63,41.92,-87.65,casual
5B0C572B4AB9C414,electric_bike,1/1/2024 0:15,1/1/2024 0:30,,,,,41.91,-87.62,41.89,-87.63,casual
65218541C6152FE6,electric_bike,1/1/2024 0:01,1/1/2024 0:34,,,,,41.94,-87.63,41.79,-87.59,casual
E0D8B693CF9FDE1F,electric_bike,1/1/2024 0:18,1/1/2024 0:00,,,,,42.04,-87.68,41.94,-87.63,casual
E26A45A05D17352D,electric_bike,1/1/2024 0:28,1/1/2024 0:28,,,,,41.86,-87.61,41.86,-87.61,casual
C42691ACAD97A462,electric_bike,1/1/2024 0:30,1/1/2024 0:12,,,,,41.86,-87.61,41.91,-87.63,casual
DC3343C52F6D91E4,electric_bike,1/1/2024 0:05,1/1/2024 0:11,,,,,41.9,-87.63,41.9,-87.64,casual
17BD4C6F78F2D7EA,electric_bike,1/1/2024 0:15,1/1/2024 0:20,,,,,41.9,-87.64,41.9,-87.63,casual
C9DDE32C86D51276,electric_bike,1/1/2024 0:19,1/1/2024 0:35,,,,,41.93,-87.71,41.89,-87.66,casual
3530B13F21769BE2,electric_bike,1/1/2024 0:39,1/1/2024 0:01,,,,,41.91,-87.63,41.93,-87.64,casual
FB525A3C1BB9C2BF,electric_bike,1/1/2024 0:40,1/1/2024 0:08,,,,,41.94,-87.66,41.92,-87.68,casual
72D3D2332CD58CAF,electric_bike,1/1/2024 0:05,1/1/2024 0:14,,,,,41.97,-87.64,41.95,-87.65,casual
050B9294EF3AC21C,electric_bike,1/1/2024 0:19,1/1/2024 0:18,,,,,41.94,-87.64,41.94,-87.64,casual
518B5128F50D15E1,electric_bike,1/1/2024 0:19,1/1/2024 0:40,,,,,41.94,-87.64,41.97,-87.64,casual
786329656AD6FFF7,electric_bike,1/1/2024 0:37,1/1/2024 0:03,,,,,41.92,-87.66,41.91,-87.63,casual
EEE2682B2366C4F2,electric_bike,1/1/2024 0:26,1/1/2024 0:29,,,,,41.77,-87.64,41.77,-87.63,casual
6D94B91DCF53AE3D,electric_bike,1/1/2024 0:40,1/1/2024 0:01,,,,,41.77,-87.63,41.77,-87.64,casual
A0A742B69DD71D1D,electric_bike,1/1/2024 0:36,1/1/2024 0:38,,,,,41.77,-87.63,41.77,-87.63,casual
C9F9418D31E105B9,electric_bike,1/1/2024 0:05,1/1/2024 0:14,,,,,41.91,-87.68,41.92,-87.65,casual
D92D4AA27BE777BC,electric_bike,1/1/2024 0:00,1/1/2024 0:02,,,,,41.91,-87.63,41.91,-87.63,casual
D44FE6D486BC04E2,electric_bike,1/1/2024 0:04,1/1/2024 0:04,,,,,41.91,-87.63,41.91,-87.62,casual
1B71887E02109455,electric_bike,1/1/2024 0:15,1/1/2024 0:26,,,,,41.98,-87.65,41.95,-87.68,casual
9BCB679847D64256,electric_bike,1/1/2024 0:27,1/1/2024 0:27,,,,,41.9,-87.65,41.9,-87.65,casual
22811D66B48B0471,electric_bike,1/1/2024 0:28,1/1/2024 0:28,,,,,41.9,-87.65,41.9,-87.65,casual
950F95E25088B362,electric_bike,1/1/2024 0:14,1/1/2024 0:17,,,,,41.95,-87.65,41.94,-87.64,casual
C93EBEF9CF4E2263,electric_bike,1/1/2024 0:09,1/1/2024 0:13,,,,,41.98,-87.67,41.98,-87.68,casual
50209C98925900FC,electric_bike,1/1/2024 0:13,1/1/2024 0:15,,,,,41.98,-87.68,41.98,-87.67,casual
874C427DE7990534,electric_bike,1/1/2024 0:25,1/1/2024 0:26,,,,,41.98,-87.67,41.98,-87.67,casual
472B38E531689068,electric_bike,1/1/2024 0:29,1/1/2024 0:34,,,,,41.93,-87.65,41.91,-87.65,casual
F2F425FD6B751032,electric_bike,1/1/2024 0:00,1/1/2024 0:03,,,,,41.92,-87.65,41.93,-87.65,casual
BC979B0A0FEC47B5,electric_bike,1/1/2024 0:16,1/1/2024 0:25,,,,,41.92,-87.71,41.9,-87.67,casual
F039A42BD1CD6777,electric_bike,1/1/2024 0:31,1/1/2024 0:12,,,,,41.95,-87.68,41.94,-87.71,casual
185B46199EE75BEB,electric_bike,1/1/2024 0:16,1/1/2024 0:19,,,,,41.76,-87.74,41.75,-87.73,casual
114FBF38A64A3E81,electric_bike,1/1/2024 0:32,1/1/2024 0:36,,,,,41.75,-87.73,41.76,-87.74,casual
B6178DEF04C9A368,electric_bike,1/1/2024 0:36,1/1/2024 0:36,,,,,41.91,-87.63,41.91,-87.63,casual
51193CAD1D32C3E2,electric_bike,1/1/2024 0:36,1/1/2024 0:05,,,,,41.91,-87.63,41.93,-87.64,casual
E9445BE4F4366171,electric_bike,1/1/2024 0:38,1/1/2024 0:01,,,,,41.92,-87.63,41.92,-87.64,casual
101A9B1B7A892DB3,electric_bike,1/1/2024 0:39,1/1/2024 0:39,,,,,41.8,-87.59,41.8,-87.59,casual
6B0A42AEDC8E9880,electric_bike,1/1/2024 0:41,1/1/2024 0:13,,,,,41.92,-87.63,41.89,-87.64,casual
1DA83847D6B2224F,electric_bike,1/1/2024 0:26,1/1/2024 0:32,,,,,41.91,-87.62,41.89,-87.61,casual
96BA9E30ABDCEC42,electric_bike,1/1/2024 0:25,1/1/2024 0:37,,,,,41.9,-87.63,41.93,-87.64,casual
F1FA91C52E4CFC51,electric_bike,1/1/2024 0:33,1/1/2024 0:07,,,,,41.93,-87.66,41.93,-87.64,casual
2B7006AF19A15001,electric_bike,1/1/2024 0:23,1/1/2024 0:30,,,,,41.8,-87.71,41.8,-87.71,casual
E48CAF17D8BE3FD6,electric_bike,1/1/2024 0:13,1/1/2024 0:16,,,,,41.8,-87.71,41.8,-87.69,casual
3E60F03AB20C6FF3,electric_bike,1/1/2024 0:30,1/1/2024 0:32,,,,,42.01,-87.67,42.01,-87.67,casual
E40EF4CDD19D8005,electric_bike,1/1/2024 0:11,1/1/2024 0:12,,,,,42.01,-87.67,42.01,-87.67,casual
60A78ED75A963E62,electric_bike,1/1/2024 0:38,1/1/2024 0:39,,,,,41.93,-87.7,41.93,-87.7,casual
AE9745B8345480DA,electric_bike,1/1/2024 0:39,1/1/2024 0:06,,,,,41.93,-87.7,41.91,-87.67,casual
44537AD8DE16738D,electric_bike,1/1/2024 0:13,1/1/2024 0:17,,,,,41.91,-87.64,41.91,-87.63,casual
89F5844152DDE6EC,electric_bike,1/1/2024 0:21,1/1/2024 0:24,,,,,41.91,-87.63,41.91,-87.63,casual
2588F54F7AF18967,electric_bike,1/1/2024 0:35,1/1/2024 0:06,,,,,41.91,-87.68,41.9,-87.68,casual
634533BA2D459E52,electric_bike,1/1/2024 0:16,1/1/2024 0:19,,,,,41.94,-87.69,41.95,-87.67,casual
DA25B4BDDEB971A0,electric_bike,1/1/2024 0:13,1/1/2024 0:25,,,,,41.91,-87.63,41.91,-87.7,casual
3A4EA0147F24A7D3,electric_bike,1/1/2024 0:17,1/1/2024 0:24,,,,,41.93,-87.66,41.93,-87.64,casual
0BEE08D907DAF944,electric_bike,1/1/2024 0:12,1/1/2024 0:19,,,,,41.99,-87.67,41.97,-87.66,casual
322E2F0578FFD5B7,electric_bike,1/1/2024 0:41,1/1/2024 0:04,,,,,42.06,-87.67,42.06,-87.68,casual
D1E43F67D7181BD2,electric_bike,1/1/2024 0:31,1/1/2024 0:34,,,,,42.06,-87.67,42.05,-87.68,casual
7B8457812554D639,electric_bike,1/1/2024 0:39,1/1/2024 0:05,,,,,42.06,-87.72,42.06,-87.67,casual
824C9CDB31F61AE5,electric_bike,1/1/2024 0:14,1/1/2024 0:14,,,,,41.94,-87.67,41.94,-87.67,casual
6143823E2947D77F,electric_bike,1/1/2024 0:07,1/1/2024 0:10,,,,,41.94,-87.65,41.94,-87.65,casual
A8EC69AC0FDD38DC,electric_bike,1/1/2024 0:06,1/1/2024 0:08,,,,,41.95,-87.67,41.95,-87.68,casual
4F421BF385747619,electric_bike,1/1/2024 0:03,1/1/2024 0:04,,,,,41.88,-87.65,41.88,-87.65,casual
9116F51E08E944FF,electric_bike,1/1/2024 0:04,1/1/2024 0:15,,,,,41.88,-87.65,41.94,-87.64,casual
E0E4837A5D9A602C,electric_bike,1/1/2024 0:12,1/1/2024 0:21,,,,,42,-87.69,41.98,-87.67,casual
2DF381DE53401A4E,electric_bike,1/1/2024 0:07,1/1/2024 0:15,,,,,41.91,-87.63,41.9,-87.62,casual
DFF85A0BA6991EDD,electric_bike,1/1/2024 0:02,1/1/2024 0:03,,,,,41.89,-87.62,41.89,-87.62,casual
FA9AD557C947D4DC,electric_bike,1/1/2024 0:01,1/1/2024 0:01,,,,,41.89,-87.62,41.89,-87.62,casual
ADFD36EE6B447828,electric_bike,1/1/2024 0:20,1/1/2024 0:20,,,,,41.96,-87.64,41.96,-87.64,casual
24AB1D5BCCD3235F,electric_bike,1/1/2024 0:21,1/1/2024 0:39,,,,,41.96,-87.64,41.92,-87.63,casual
A845A75E31094771,electric_bike,1/1/2024 0:09,1/1/2024 0:16,,,,,41.92,-87.63,41.94,-87.64,casual
BA3333D0C0ACD9C9,electric_bike,1/1/2024 0:22,1/1/2024 0:34,,,,,41.98,-87.66,41.98,-87.66,casual
222C5E491CB3CCCE,electric_bike,1/1/2024 0:09,1/1/2024 0:19,,,,,41.93,-87.7,41.96,-87.7,casual
64A146294CFD1BD0,electric_bike,1/1/2024 0:08,1/1/2024 0:09,,,,,41.93,-87.7,41.93,-87.7,casual
938809B3C8DD79E0,electric_bike,1/1/2024 0:21,1/1/2024 0:29,,,,,42.03,-87.68,42.04,-87.68,casual
70451F3FC532F83A,electric_bike,1/1/2024 0:40,1/1/2024 0:41,,,,,42.04,-87.68,42.04,-87.68,casual
8571BD285967FB3B,electric_bike,1/1/2024 0:41,1/1/2024 0:05,,,,,42.04,-87.68,42.03,-87.68,casual
81977049B869C2B6,electric_bike,1/1/2024 0:21,1/1/2024 0:24,,,,,41.91,-87.63,41.91,-87.63,casual
5A6D3566268F0EB2,electric_bike,1/1/2024 0:34,1/1/2024 0:40,,,,,41.91,-87.67,41.9,-87.69,casual
B790E14D5087933E,electric_bike,1/1/2024 0:37,1/1/2024 0:11,,,,,41.94,-87.65,41.91,-87.67,casual
9DF8145E0448654B,electric_bike,1/1/2024 0:39,1/1/2024 0:38,,,,,41.87,-87.62,41.87,-87.62,casual
6141FBFC29BE14EB,electric_bike,1/1/2024 0:18,1/1/2024 0:03,,,,,41.96,-87.64,42,-87.71,casual
AF955785882087E8,electric_bike,1/1/2024 0:22,1/1/2024 0:26,,,,,41.94,-87.64,41.94,-87.66,casual
3841BCD1E61970DB,electric_bike,1/1/2024 0:25,1/1/2024 0:26,,,,,41.92,-87.64,41.92,-87.64,casual
34B0D3D45D2496F4,electric_bike,1/1/2024 0:22,1/1/2024 0:26,,,,,41.93,-87.64,41.94,-87.65,casual
C06F9DD0DD99D0D4,electric_bike,1/1/2024 0:40,1/1/2024 0:06,,,,,41.93,-87.64,41.92,-87.63,casual
BCD4EE66BCF106C2,electric_bike,1/1/2024 0:19,1/1/2024 0:33,,,,,41.92,-87.63,41.93,-87.65,casual
AE69B0E92E7B54FB,electric_bike,1/1/2024 0:02,1/1/2024 0:10,,,,,41.91,-87.63,41.89,-87.61,casual
BAB7DF92ACB1ADFC,electric_bike,1/1/2024 0:03,1/1/2024 0:10,,,,,41.91,-87.62,41.89,-87.61,casual
A1E00D3F1BBEAC27,electric_bike,1/1/2024 0:37,1/1/2024 0:00,,,,,41.91,-87.63,41.91,-87.62,casual
F6A74918AA05D8FF,electric_bike,1/1/2024 0:00,1/1/2024 0:04,,,,,41.94,-87.65,41.96,-87.66,casual
C703EDF0A5161FF9,electric_bike,1/1/2024 0:39,1/1/2024 0:11,,,,,41.98,-87.69,41.96,-87.67,casual
6265082DC44C9B5F,electric_bike,1/1/2024 0:40,1/1/2024 0:02,,,,,41.88,-87.67,41.88,-87.65,casual
A7622405B90357F9,electric_bike,1/1/2024 0:05,1/1/2024 0:07,,,,,41.88,-87.64,41.88,-87.64,casual
BC22E97B1C1A9E90,electric_bike,1/1/2024 0:32,1/1/2024 0:09,,,,,41.93,-87.64,41.86,-87.61,casual
43621A41642D02AB,electric_bike,1/1/2024 0:28,1/1/2024 0:32,,,,,41.94,-87.65,41.93,-87.65,casual
DDA79F12F0DCA757,electric_bike,1/1/2024 0:15,1/1/2024 0:20,,,,,41.93,-87.65,41.93,-87.69,casual
90DDFF89C702ABFF,electric_bike,1/1/2024 0:08,1/1/2024 0:14,,,,,41.98,-87.65,41.97,-87.67,casual
AC4C69ED81E07F95,electric_bike,1/1/2024 0:17,1/1/2024 0:22,,,,,41.97,-87.66,41.98,-87.65,casual
FE2B2EA9C1755BEE,electric_bike,1/1/2024 0:07,1/1/2024 0:12,,,,,41.79,-87.6,41.8,-87.59,casual
2A6F2D2179993830,electric_bike,1/1/2024 0:11,1/1/2024 0:14,,,,,41.98,-87.69,41.99,-87.67,casual
A6ADD57AADF98A37,electric_bike,1/1/2024 0:06,1/1/2024 0:09,,,,,41.97,-87.69,41.98,-87.69,casual
45A985838043E188,electric_bike,1/1/2024 0:40,1/1/2024 0:04,,,,,41.92,-87.67,41.91,-87.68,casual
3B58BB1D1A1A26B6,electric_bike,1/1/2024 0:05,1/1/2024 0:20,California Ave & Milwaukee Ave,13084,,,41.92268014,-87.69714248,41.97,-87.69,casual
106DD1E57C0B3880,electric_bike,1/1/2024 0:25,1/1/2024 0:28,,,,,41.89,-87.62,41.89,-87.63,casual
BC611846D83EBB36,electric_bike,1/1/2024 0:24,1/1/2024 0:36,,,,,41.94,-87.65,41.92,-87.63,casual
688C10C5B66C8472,electric_bike,1/1/2024 0:35,1/1/2024 0:00,,,,,41.95,-87.64,41.94,-87.64,casual
AE83B1231296128B,electric_bike,1/1/2024 0:14,1/1/2024 0:20,,,,,41.91,-87.68,41.93,-87.7,casual
F95B2923167719C7,electric_bike,1/1/2024 0:19,1/1/2024 0:06,,,,,41.86,-87.69,41.86,-87.71,casual
DCD8992E0E759695,electric_bike,1/1/2024 0:06,1/1/2024 0:12,,,,,41.86,-87.71,41.86,-87.69,casual
AF5DFE784A265BD7,electric_bike,1/1/2024 0:02,1/1/2024 0:13,,,,,41.91,-87.63,41.94,-87.66,casual
E2F9394935D7E14E,electric_bike,1/1/2024 0:12,1/1/2024 0:20,,,,,41.98,-87.66,41.96,-87.64,casual
9441874BE954CF43,electric_bike,1/1/2024 0:30,1/1/2024 0:31,,,,,41.94,-87.72,41.94,-87.72,casual
BA3B8581A1FAA576,electric_bike,1/1/2024 0:37,1/1/2024 0:00,,,,,41.94,-87.72,41.95,-87.72,casual
478AAB92A8F50AE3,electric_bike,1/1/2024 0:21,1/1/2024 0:23,,,,,41.93,-87.66,41.93,-87.67,casual
65CE749F6E5D3ABE,electric_bike,1/1/2024 0:08,1/1/2024 0:08,,,,,41.92,-87.63,41.92,-87.63,casual
E6B0B9CCD23D7648,electric_bike,1/1/2024 0:09,1/1/2024 0:15,,,,,41.92,-87.63,41.9,-87.63,casual
09857FB2116E2363,electric_bike,1/1/2024 0:06,1/1/2024 0:11,,,,,41.93,-87.75,41.92,-87.75,casual
E2BAB2C3F3F55648,electric_bike,1/1/2024 0:07,1/1/2024 0:10,,,,,41.91,-87.63,41.91,-87.63,casual
A04B062ED9648353,electric_bike,1/1/2024 0:16,1/1/2024 0:16,,,,,41.91,-87.69,41.91,-87.69,casual
91E64300E17A7E71,electric_bike,1/1/2024 0:16,1/1/2024 0:01,,,,,41.91,-87.69,41.98,-87.67,casual
6D54CFD6846E8D60,electric_bike,1/1/2024 0:28,1/1/2024 0:39,,,,,41.95,-87.66,41.99,-87.65,casual
73419A9B0333079F,electric_bike,1/1/2024 0:36,1/1/2024 0:07,,,,,41.99,-87.65,41.95,-87.66,casual
073EA3D8E6F61956,electric_bike,1/1/2024 0:28,1/1/2024 0:34,,,,,41.93,-87.65,41.93,-87.65,casual
D65658F6C33B6C40,electric_bike,1/1/2024 0:14,1/1/2024 0:22,,,,,41.95,-87.65,41.94,-87.68,casual
F85AC23BE6602CB6,electric_bike,1/1/2024 0:31,1/1/2024 0:24,,,,,41.94,-87.65,41.94,-87.65,casual
9058EBEBC6DC8F03,electric_bike,1/1/2024 0:35,1/1/2024 0:40,,,,,41.93,-87.71,41.94,-87.71,casual
B31A747904333BC1,electric_bike,1/1/2024 0:05,1/1/2024 0:10,,,,,41.94,-87.71,41.93,-87.71,casual
BB20EE4EFF184D72,electric_bike,1/1/2024 0:12,1/1/2024 0:17,,,,,41.95,-87.66,41.96,-87.66,casual
410B39C420100509,electric_bike,1/1/2024 0:00,1/1/2024 0:03,,,,,41.91,-87.63,41.92,-87.63,casual
136FF2115EA2331C,electric_bike,1/1/2024 0:03,1/1/2024 0:08,,,,,41.92,-87.63,41.93,-87.65,casual
E1179F19A174064E,electric_bike,1/1/2024 0:08,1/1/2024 0:16,,,,,41.97,-87.66,41.97,-87.65,casual
66AA71A7305CC1D0,electric_bike,1/1/2024 0:22,1/1/2024 0:28,,,,,41.97,-87.65,41.96,-87.64,casual
3D80BBF7444818AE,electric_bike,1/1/2024 0:29,1/1/2024 0:36,,,,,41.95,-87.65,41.97,-87.64,casual
FA177E0387F97225,electric_bike,1/1/2024 0:39,1/1/2024 0:09,,,,,41.93,-87.72,41.92,-87.68,casual
18AF03A3B79C4DE7,electric_bike,1/1/2024 0:23,1/1/2024 0:22,,,,,41.92,-87.64,41.92,-87.64,casual
0BF08927A0869359,electric_bike,1/1/2024 0:23,1/1/2024 0:30,,,,,41.92,-87.64,41.91,-87.63,casual
6C89CE65F6872253,electric_bike,1/1/2024 0:23,1/1/2024 0:27,,,,,41.92,-87.7,41.94,-87.7,casual
2085FC9549AA8295,electric_bike,1/1/2024 0:10,1/1/2024 0:14,,,California Ave & Milwaukee Ave,13084,41.94,-87.7,41.922695,-87.697153,casual
4B46084905E02291,electric_bike,1/1/2024 0:03,1/1/2024 0:07,,,,,41.93,-87.68,41.94,-87.68,casual
C3483D634067A04B,electric_bike,1/1/2024 0:39,1/1/2024 0:01,,,,,41.94,-87.67,41.93,-87.68,casual
8C96FA5B56839F81,electric_bike,1/1/2024 0:36,1/1/2024 0:37,,,,,41.94,-87.67,41.94,-87.67,casual
D854361FC1EEF761,electric_bike,1/1/2024 0:13,1/1/2024 0:22,,,,,41.93,-87.65,41.94,-87.68,casual
42329224817D0CD1,electric_bike,1/1/2024 0:21,1/1/2024 0:29,,,,,41.75,-87.7,41.73,-87.74,casual
406712F6B8A870C7,electric_bike,1/1/2024 0:09,1/1/2024 0:09,,,,,41.93,-87.64,41.93,-87.64,casual
778FBE1B809E2F99,electric_bike,1/1/2024 0:09,1/1/2024 0:13,,,,,41.93,-87.64,41.92,-87.65,casual
72D068F53F35954C,electric_bike,1/1/2024 0:36,1/1/2024 0:06,,,,,41.91,-87.63,41.93,-87.64,casual
D78B4833A92B5C39,electric_bike,1/1/2024 0:16,1/1/2024 0:18,,,,,41.88,-87.65,41.88,-87.65,casual
16047580D8926EBC,electric_bike,1/1/2024 0:19,1/1/2024 0:19,,,,,41.88,-87.65,41.88,-87.65,casual
0AF35E68B168A204,electric_bike,1/1/2024 0:33,1/1/2024 0:38,,,,,41.94,-87.64,41.94,-87.64,casual
8DAFEEDD2AEB5A92,electric_bike,1/1/2024 0:04,1/1/2024 0:04,,,,,41.79,-87.62,41.79,-87.62,casual
6723436FD6503B43,electric_bike,1/1/2024 0:05,1/1/2024 0:23,,,,,41.79,-87.62,41.79,-87.62,casual
53D23B8518A81974,electric_bike,1/1/2024 0:02,1/1/2024 0:01,,,,,41.95,-87.66,41.95,-87.66,casual
BCAE5D1E98E3A438,electric_bike,1/1/2024 0:41,1/1/2024 0:05,,,,,41.99,-87.67,41.98,-87.67,casual
2045A660BDCC6C1D,electric_bike,1/1/2024 0:08,1/1/2024 0:10,,,,,41.72,-87.57,41.72,-87.57,casual
9E0EE7702823DD38,electric_bike,1/1/2024 0:10,1/1/2024 0:21,,,,,41.72,-87.57,41.72,-87.57,casual
8242F36A0E796076,electric_bike,1/1/2024 0:01,1/1/2024 0:08,,,,,41.91,-87.63,41.93,-87.65,casual
EB323AA147C37C70,electric_bike,1/1/2024 3:57,1/1/2024 0:00,,,,,41.91,-87.63,41.91,-87.63,casual
6DFFB3FB0A4891F8,electric_bike,1/1/2024 0:07,1/1/2024 0:32,,,,,41.78,-87.6,41.78,-87.6,casual
8458388993AA4B14,electric_bike,1/1/2024 0:16,1/1/2024 0:32,,,,,41.91,-87.65,41.92,-87.7,casual
C6DC3D6BA4B39595,electric_bike,1/1/2024 0:33,1/1/2024 0:41,,,,,41.88,-87.64,41.91,-87.65,casual
E97FE3E61008FA26,electric_bike,1/1/2024 0:23,1/1/2024 0:26,,,,,42.01,-87.67,42.02,-87.67,casual
39FEED8BDA787B72,electric_bike,1/1/2024 0:25,1/1/2024 0:25,,,,,42.02,-87.67,42.02,-87.67,casual
EA520386162ABFA9,electric_bike,1/1/2024 0:42,1/1/2024 0:04,,,,,42,-87.66,42.01,-87.67,casual
A13CC62A78B196C8,electric_bike,1/1/2024 0:29,1/1/2024 0:34,,,,,42,-87.67,42,-87.66,casual
7119045B74DC8F62,electric_bike,1/1/2024 0:21,1/1/2024 0:25,,,,,41.91,-87.63,41.91,-87.63,casual
87906FB45E42A296,electric_bike,1/1/2024 0:39,1/1/2024 0:06,,,,,41.94,-87.66,41.94,-87.64,casual
7E641700CD420730,electric_bike,1/1/2024 0:18,1/1/2024 0:41,,,,,41.97,-87.7,41.9,-87.65,casual
7D4B499529D5DF91,electric_bike,1/1/2024 0:05,1/1/2024 0:22,,,,,41.95,-87.67,41.92,-87.72,casual
180F12B5DA6F7042,electric_bike,1/1/2024 0:25,1/1/2024 0:41,,,,,41.93,-87.63,41.89,-87.61,casual
C760AD2498BEBC10,electric_bike,1/1/2024 0:25,1/1/2024 0:25,,,,,41.93,-87.63,41.93,-87.63,casual
36119B1F33CEF87A,electric_bike,1/1/2024 0:07,1/1/2024 0:15,,,,,41.92,-87.7,41.93,-87.69,casual
4BA70ACC48A9E1FB,electric_bike,1/1/2024 0:02,1/1/2024 0:11,,,,,41.92,-87.76,41.92,-87.76,casual
63C3306E49300291,electric_bike,1/1/2024 0:34,1/1/2024 0:00,,,,,41.78,-87.59,41.8,-87.59,casual
BC114953D6783614,electric_bike,1/1/2024 0:07,1/1/2024 0:17,,,,,41.8,-87.59,41.78,-87.59,casual
19F86872854D6B7E,electric_bike,1/1/2024 0:00,1/1/2024 0:01,,,,,41.91,-87.63,41.91,-87.63,casual
229B93601447E1B7,electric_bike,1/1/2024 0:39,1/1/2024 0:39,,,,,41.91,-87.63,41.91,-87.63,casual
7E89E4DAFA22D4C8,electric_bike,1/1/2024 0:05,1/1/2024 0:20,,,,,41.94,-87.68,41.89,-87.65,casual
6C3DCB3F2D7DDCAF,electric_bike,1/1/2024 0:13,1/1/2024 0:27,,,,,41.97,-87.71,42,-87.67,casual
4D4C7023234064B1,electric_bike,1/1/2024 0:18,1/1/2024 0:22,,,,,41.91,-87.67,41.91,-87.67,casual
32D8F88821E42FFE,electric_bike,1/1/2024 0:31,1/1/2024 0:10,,,,,41.98,-87.72,41.91,-87.75,casual
D41C3215BCFF7EDC,electric_bike,1/1/2024 0:33,1/1/2024 0:37,,,,,41.95,-87.66,41.95,-87.66,casual
F28C4D3D800EFDEF,electric_bike,1/1/2024 0:41,1/1/2024 0:41,,,,,41.77,-87.77,41.78,-87.77,casual
72F5B967CA1DBD3A,electric_bike,1/1/2024 0:07,1/1/2024 0:41,,,,,41.93,-87.64,41.79,-87.58,casual
42178EE23D955471,electric_bike,1/1/2024 0:28,1/1/2024 0:40,,,,,41.93,-87.64,41.91,-87.63,casual
DAEC790EF7868160,electric_bike,1/1/2024 0:21,1/1/2024 0:28,,,,,41.96,-87.67,41.95,-87.66,casual
C7FEFCAD2F1D49CA,electric_bike,1/1/2024 0:12,1/1/2024 0:22,,,,,41.91,-87.62,41.93,-87.64,casual
A8152F4A6F74CC72,electric_bike,1/1/2024 0:24,1/1/2024 0:36,,,,,41.95,-87.65,41.9,-87.62,casual
CC73A43A239138D7,electric_bike,1/1/2024 0:17,1/1/2024 0:24,California Ave & Milwaukee Ave,13084,,,41.92272174,-87.69720316,41.92,-87.72,casual
7CA3639F31B7B2E6,electric_bike,1/1/2024 0:30,1/1/2024 0:09,,,,,41.89,-87.63,41.93,-87.63,casual
529CBD5DFC6E0381,electric_bike,1/1/2024 0:35,1/1/2024 0:15,,,,,41.93,-87.63,41.89,-87.63,casual
A54BD482B938D49A,electric_bike,1/1/2024 0:11,1/1/2024 0:12,,,,,41.9,-87.64,41.9,-87.64,casual
65028DF5294F24BC,electric_bike,1/1/2024 0:11,1/1/2024 0:10,,,,,41.9,-87.64,41.9,-87.64,casual
4570678EB7980BB0,electric_bike,1/1/2024 0:23,1/1/2024 0:23,,,,,41.91,-87.63,41.91,-87.63,casual
25EC832D0015A639,electric_bike,1/1/2024 0:24,1/1/2024 0:26,,,,,41.91,-87.63,41.92,-87.63,casual
